gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Plasma	WNT2B+ Fos-hi	CD4+ Memory	Macrophages	Enterocytes
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	0.163	0.045	0.0	0.0	0.0
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.002	0.0	0.007	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.0	0.06	0.0	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.0	0.06	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.0	0.065	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.022	2.308	0.0	0.013	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.025	4.93	0.007	0.009	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.004	0.104	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.001	0.463	0.0	0.0	0.004
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.002	0.224	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.02	4.264	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.004	0.303	0.0	0.0	0.058
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.022	1.07	0.0	0.013	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.016	2.259	0.0	0.027	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.004	0.254	0.004	0.004	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.014	0.0	0.004	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.0	0.0	0.0	0.004
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.005	0.294	0.0	0.009	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC08B1D5269	0.0	0.01	0.0	0.004	0.007
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.0	0.03	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.003	0.428	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.024	0.637	0.025	0.009	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.013	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.008	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.0	0.005	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.001	0.393	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.001	0.119	0.0	0.0	0.004
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.104	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.023	0.0	0.0	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.012	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.0	0.0	0.0	0.0	0.004
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.003	0.189	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.003	0.04	0.0	0.0	0.004
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC02131C05A	0.001	0.045	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06B4C6DD5	0.001	0.0	0.0	0.0	0.903
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC05CE52A12	0.0	0.065	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F7E26271	0.022	2.308	0.0	0.013	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A8902C85	0.025	4.93	0.007	0.009	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0A0532ADC	0.004	0.104	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0CFF5E19D	0.001	0.463	0.0	0.0	0.004
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0DF641DAA	0.002	0.224	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC0681D30FE	0.02	4.264	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC02017BE74	0.004	0.303	0.0	0.0	0.058
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC04085F9F9	0.022	1.07	0.0	0.013	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0A54B5323	0.016	2.259	0.0	0.027	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECFACED2	0.004	0.254	0.004	0.004	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0CA323AE3	0.014	0.0	0.004	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0CBC30AB7	0.0	0.0	0.0	0.0	0.004
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0092846B0	0.005	0.294	0.0	0.009	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC07E958BDE	0.0	0.01	0.0	0.004	0.007
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0CE433AB8	0.0	0.03	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC03BFF1D95	0.003	0.428	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC03ADD2063	0.024	0.637	0.025	0.009	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0082A7233	0.013	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0674C647E	0.008	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC03D71E025	0.0	0.005	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC060984F83	0.001	0.393	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0014D5A6E	0.001	0.119	0.0	0.0	0.004
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0B066E03C	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0B4BD965C	0.104	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0247E9ADB	0.023	0.0	0.0	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0035F0B0F	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC06ACCFA52	0.012	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC069F9E62C	0.0	0.0	0.0	0.0	0.004
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	0.003	0.189	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	0.003	0.04	0.0	0.0	0.004
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC05B2AA866	0.001	0.045	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	0.001	0.0	0.0	0.0	0.903
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.0	0.065	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.022	2.308	0.0	0.013	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.025	4.93	0.007	0.009	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.004	0.104	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.002	0.224	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.02	4.264	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.004	0.303	0.0	0.0	0.058
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.022	1.07	0.0	0.013	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.016	2.259	0.0	0.027	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.004	0.254	0.004	0.004	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.014	0.0	0.004	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.0	0.0	0.0	0.0	0.004
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.005	0.294	0.0	0.009	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.0	0.01	0.0	0.004	0.007
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.0	0.03	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.003	0.428	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.024	0.637	0.025	0.009	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.013	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.008	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.0	0.005	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.001	0.393	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.001	0.119	0.0	0.0	0.004
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.104	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.023	0.0	0.0	0.0	0.0
